"","form","lemmata"
"tabulari","tabulari","tabulare<v>;tabularis<adj>;tabularium<n>;tabularius<adj>;tabularius<n>"
"tabulas","tabulas","tabulare<v>;tabula<n>"
"tace","tace","tacere<v>"
"tacebant","tacebant","tacere<v>"
"taceo","taceo","tacere<v>"
"taces","taces","tacere<v>"
"tacet","tacet","tacere<v>"
"taeda","taeda","taeda<n>"
"taeterrima","taeterrima","taeter<adj>"
"taeterrimaque","taeterrimaque","taeter<adj>"
"taeterrimo","taeterrimo","taeter<adj>"
"taetrum","taetrum","taeter<adj>"
"talem","talem","talis<pro>"
"talis","talis","tala<n>;talis<pro>;talus<n>"
"talosque","talosque","talus<n>"
"tam","tam","tam<adv>"
"tamen","tamen","tamen<adv>"
"tandem","tandem","tandem<adv>"
"tangant","tangant","tangere<v>"
"tangebam","tangebam","tangere<v>"
"tangere","tangere","tangere<v>"
"tangit","tangit","tangere<v>"
"tango","tango","tangere<v>"
"tangomenas","tangomenas","tangomenas"
"tanquam","tanquam","tanquam<adv>;tanquam<conj>"
"tanta","tanta","tantus<pro>"
"tanti","tanti","tantus<pro>"
"tanto","tanto","tanto<adv>;tantus<pro>"
"tantum","tantum","tantum<adv>;tantus<pro>"
"tarentinam","tarentinam","tarentinam"
"tarentinis","tarentinis","tarentinis"
"tarento","tarento","tarento"
"tarraciniensibus","tarraciniensibus","tarraciniensibus"
"taurulus","taurulus","taurulus<n>"
"taurum","taurum","taurus<n>"
"taurus","taurus","taurus<n>"
"te","te","tu<pro>"
"tectum","tectum","tectum<n>;tectus<adj>;tegere<v>"
"tegebant","tegebant","tegere<v>"
"tegulis","tegulis","tegula<n>;tegulum<n>"
"tempestas","tempestas","tempestas<n>;tempestus<adj>"
"templum","templum","templum<n>"
"tempore","tempore","tempus<n>"
"temporis","temporis","tempus<n>"
"temptare","temptare","temptare<v>"
"temptavi","temptavi","temptare<v>"
"temptemus","temptemus","temptare<v>"
"teneant","teneant","tenere<v>"
"tenebat","tenebat","tenere<v>"
"tenebras","tenebras","tenebrare<v>;tenebrae<n>;tenebra<n>"
"tenentem","tenentem","tenere<v>"
"teneo","teneo","tenere<v>"
"tenere","tenere","tenere<v>;teneris<adj>;tener<adj>"
"tenes","tenes","tenere<v>"
"tengomenas","tengomenas","tengomenas"
"tenuit","tenuit","tenere<v>"
"tepidi","tepidi","tepidus<adj>"
"terebinthina","terebinthina","terebinthinus<adj>"
"terentii","terentii","terentii"
"terga","terga","tergum<n>"
"tergebatur","tergebatur","tergere<v>"
"tergens","tergens","tergere<v>"
"tergeret","tergeret","tergere<v>"
"ternos","ternos","terni<num>"
"terra","terra","terra<n>"
"terrae","terrae","terra<n>"
"terram","terram","terra<n>"
"tersit","tersit","tergere<v>"
"tertiarius","tertiarius","tertiarius<adj>"
"tertium","tertium","tertium<adv>;tertius<num>"
"tertius","tertius","tertius<num>;tertus<adj>"
"tesseris","tesseris","tessera<n>"
"testamenta","testamenta","testamentum<n>"
"testamenti","testamenti","testamentum<n>"
"testamento","testamento","testamentum<n>"
"testiculos","testiculos","testiculus<n>"
"tetigerat","tetigerat","tangere<v>"
"tetigi","tetigi","tangere<v>"
"texit","texit","tegere<v>;texere<v>"
"textae","textae","texere<v>"
"textilem","textilem","textilis<adj>"
"textorum","textorum","textor<n>;textum<n>;texere<v>"
"thebaicasque","thebaicasque","thebaicasque"
"thebaicis","thebaicis","thebaicis"
"theca","theca","theca<n>"
"thesauros","thesauros","thesaurus<n>"
"thesaurum","thesaurum","thesaurum<n>;thesaurus<n>"
"thracem","thracem","thracem"
"thraecium","thraecium","thraecium"
"thraex","thraex","thraex"
"ti","ti","ti"
"tibi","tibi","tu<pro>"
"tibiis","tibiis","tibia<n>"
"timeo","timeo","timere<v>"
"timeret","timeret","timere<v>"
"timida","timida","timidus<adj>"
"timore","timore","timor<n>;timos<n>"
"timueram","timueram","timere<v>"
"timui","timui","timere<v>"
"tinctam","tinctam","tingere<v>;tinguere<v>"
"tineae","tineae","tinea<n>"
"tintinnabulis","tintinnabulis","tintinnabulum<n>"
"tinuoque","tinuoque","tinuoque"
"tisicus","tisicus","tisicus"
"titulis","titulis","titulum<n>;titulus<n>"
"titulo","titulo","titulare<v>;titulum<n>;titulus<n>"
"titulos","titulos","titulus<n>"
"titulus","titulus","titulus<n>"
"titus","titus","titus"
"toga","toga","toga<n>"
"tolerabilia","tolerabilia","tolerabilis<adj>"
"tollat","tollat","tollere<v>"
"tollentibus","tollentibus","tollere<v>"
"tollere","tollere","tollere<v>"
"tollerem","tollerem","tollere<v>"
"tollit","tollit","tollere<v>"
"tollunt","tollunt","tollere<v>"
"tomacula","tomacula","tomaculum<n>"
"tomentum","tomentum","tomentum<n>"
"tonstreinum","tonstreinum","tonstreinum<n>"
"tonstrinum","tonstrinum","tonstrinum<n>"
"topanta","topanta","topanta<n>"
"toralia","toralia","torale<n>;toral<n>"
"toris","toris","tores<n>;torum<n>;torus<n>"
"tormentum","tormentum","tormentum<n>"
"toro","toro","torum<n>;torus<n>"
"torquentes","torquentes","torquere<v>"
"torqueret","torqueret","torquere<v>"
"tortae","tortae","torquere<v>;torta<n>;tortus<adj>"
"tortores","tortores","tortor<n>"
"torum","torum","torum<n>;torus<n>"
"tot","tot","tot<adj>"
"tota","tota","totus<adj>;totus<pro>"
"totam","totam","totus<adj>;totus<pro>"
"totas","totas","totus<adj>;totus<pro>"
"totidem","totidem","totidem"
"totiens","totiens","totiens<adv>"
"toto","toto","totus<adj>;totus<pro>"
"totum","totum","totus<adj>;totus<pro>"
"totumque","totumque","totus<adj>;totus<pro>"
"totus","totus","totus<adj>;totus<pro>"
"tractabat","tractabat","tractare<v>"
"tractus","tractus","tractus<adj>;tractus<n>;trahere<v>"
"traducere","traducere","traducere<v>"
"traduxit","traduxit","traducere<v>"
"tragoedum","tragoedum","tragoedus<n>"
"traiecit","traiecit","traicere<v>"
"transeat","transeat","transire<v>"
"transilire","transilire","transilire<v>"
"transire","transire","transire<v>"
"transiret","transiret","transire<v>"
"transverse","transverse","transversus<adj>;transvertere<v>"
"trecenties","trecenties","trecenties<num>"
"trecentis","trecentis","trecenti<num>"
"trementes","trementes","tremere<v>"
"tremula","tremula","tremulus<adj>"
"trepidantemque","trepidantemque","trepidare<v>"
"trepidantes","trepidantes","trepidare<v>"
"trepidationem","trepidationem","trepidatio<n>"
"trepidavimus","trepidavimus","trepidare<v>"
"tres","tres","tres<num>"
"tri","tri","tri"
"tribunal","tribunal","tribunal<n>"
"tribunali","tribunali","tribunale<n>;tribunal<n>"
"tributarius","tributarius","tributarius<adj>"
"tricas","tricas","tricare<v>;tricae<n>"
"tricenties","tricenties","tricenties"
"triclinia","triclinia","triclinia<n>;triclinium<n>"
"triclinii","triclinii","triclinium<n>"
"triclinio","triclinio","triclinium<n>"
"triclinium","triclinium","triclinium<n>"
"triduo","triduo","triduum<n>"
"triginta","triginta","triginta<num>"
"trimalchio","trimalchio","trimalchio"
"trimalchione","trimalchione","trimalchione"
"trimalchionem","trimalchionem","trimalchionem"
"trimalchioni","trimalchioni","trimalchioni"
"trimalchionis","trimalchionis","trimalchionis"
"trimum","trimum","trimus<adj>"
"tripudiantes","tripudiantes","tripudiare<v>"
"tristimonio","tristimonio","tristimonium<n>"
"tristiores","tristiores","tristis<adj>"
"tristis","tristis","tristis<adj>"
"tritici","tritici","triticius<adj>;triticum<n>"
"tritum","tritum","tritus<adj>;tritus<n>;terere<v>"
"trium","trium","tres<num>"
"trivit","trivit","terere<v>"
"troiani","troiani","troiani"
"troianum","troianum","troianum"
"truditur","truditur","trudere<v>"
"trullas","trullas","trulla<n>"
"tu","tu","tu<pro>"
"tuae","tuae","tuus<pro>"
"tuam","tuam","tuus<pro>"
"tuba","tuba","tubare<v>;tuba<n>"
"tuber","tuber","tuber<n>"
"tubicines","tubicines","tubicen<n>;tubicinare<v>"
"tuentem","tuentem","tuere<v>;tueri<v>;tui<v>"
"tulero","tulero","ferre<v>;tulere<v>"
"tulisse","tulisse","ferre<v>;tulere<v>"
"tulit","tulit","ferre<v>;tulere<v>"
"tum","tum","tum<adv>"
"tumultu","tumultu","tumultus<n>"
"tumultuari","tumultuari","tumultuarius<adj>;tumultuari<v>"
"tumultum","tumultum","tumultus<n>"
"tumultus","tumultus","tumultus<n>"
"tunc","tunc","tunc<adv>"
"tune","tune","tu<pro>"
"tunica","tunica","tunicare<v>;tunica<n>"
"tunicam","tunicam","tunica<n>"
"tunicas","tunicas","tunicare<v>;tunica<n>"
"tuo","tuo","tuus<pro>"
"turba","turba","turbare<v>;turba<n>"
"turbata","turbata","turbare<v>;turbatus<adj>"
"turdi","turdi","turdus<n>"
"turdis","turdis","turda<n>;turdus<n>"
"turpe","turpe","turpe<adv>;turpis<adj>"
"turpissima","turpissima","turpis<adj>"
"turturem","turturem","turtur<n>"
"tutelam","tutelam","tutela<n>"
"tuum","tuum","tuus<pro>"
"tuus","tuus","tuus<pro>"
"tyranno","tyranno","tyrannus<n>"
"tyria","tyria","tyria"
"uberibus","uberibus","uber<adj>;uber<n>"
"ubertim","ubertim","ubertim<adv>"
"ubi","ubi","ubi<adv>;ubi<conj>"
"ubicunque","ubicunque","ubicunque<adv>"
"ubique","ubique","ubique<adv>;ubi<adv>;ubi<conj>"
"uda","uda","udare<v>;udus<adj>"
"udi","udi","udus<adj>"
"ullum","ullum","ullus<pro>"
"ullus","ullus","ullus<pro>"
"ultimo","ultimo","ultra<adj>;ultimare<v>;ultimo<adv>;ultimus<adj>"
"ultimum","ultimum","ultra<adj>;ultimus<adj>"
"ultra","ultra","ultra<adv>;ultra<prep>;ulter<adj>"
"ultro","ultro","ultro<adv>;ulter<adj>"
"ululare","ululare","ululare<v>"
"umbras","umbras","umbrare<v>;umbra<n>"
"umeris","umeris","umerus<n>"
"umor","umor","umor<n>"
"una","una","unare<v>;una<adv>;unus<num>;unus<pro>"
"unam","unam","unus<num>;unus<pro>"
"uncta","uncta","unctus<adj>;ungere<v>;unguere<v>"
"unde","unde","unde<adv>"
"ungebam","ungebam","ungere<v>"
"unguenta","unguenta","unguentare<v>;unguentum<n>"
"unguentarii","unguentarii","unguentarius<adj>"
"unguentarius","unguentarius","unguentarius<adj>"
"unguenti","unguenti","unguentum<n>;unguere<v>"
"unguento","unguento","unguentare<v>;unguentum<n>"
"unguentum","unguentum","unguentum<n>"
"ungues","ungues","unguere<v>;unguis<n>"
"unguibus","unguibus","unguis<n>"
"unguis","unguis","unguere<v>;unguis<n>"
"universi","universi","universus<adj>"
"universis","universis","universus<adj>"
"uno","uno","unare<v>;unus<num>;unus<pro>"
"unquam","unquam","unquam<adv>"
"unum","unum","unus<num>;unus<pro>"
"unus","unus","unus<num>;unus<pro>"
"unxerunt","unxerunt","ungere<v>;unguere<v>"
"unxit","unxit","ungere<v>;unguere<v>"
"urbane","urbane","urbanus<adj>;urbare<v>;urbum<n>"
"urbanitatem","urbanitatem","urbanitas<n>"
"urbis","urbis","urbs<n>;urbis<n>;urbum<n>"
"urceatim","urceatim","urceatim<adv>"
"urceolum","urceolum","urceolus<n>"
"urnales","urnales","urnalis<adj>"
"urnam","urnam","urna<n>"
"ursinae","ursinae","ursinus<adj>"
"ursum","ursum","ursus<n>"
"ursus","ursus","ursus<n>"
"usque","usque","usque<adv>"
"usu","usu","usus<n>"
"usus","usus","usus<n>;uti<v>"
"ut","ut","ut<adv>;ut<conj>"
"utique","utique","utere<v>;utique<adv>;utique<conj>;uti<v>;uti<adv>;uti<conj>"
"utres","utres","utris<n>;uter<n>"
"utribus","utribus","utris<n>;uter<n>"
"utriculis","utriculis","utriculus<n>"
"utroque","utroque","utroque<adv>;utro<adv>;uterque<pro>;uter<pro>"
"utrosque","utrosque","uterque<pro>;uter<pro>"
"utrum","utrum","utrum<adv>;uter<n>;uter<pro>"
"uvam","uvam","uva<n>"
"uvas","uvas","uva<n>"
"uvis","uvis","uva<n>"
"uxor","uxor","uxor<n>"
"uxorem","uxorem","uxor<n>"
"uxoris","uxoris","uxor<n>"
"vacat","vacat","vacare<v>"
"vacillavit","vacillavit","vacillare<v>"
"vafer","vafer","vafer<adj>"
"vah","vah","vah<intj>"
"valde","valde","valde<adv>"
"valdius","valdius","valdius"
"vale","vale","valere<v>"
"valeas","valeas","valere<v>"
"valebat","valebat","valere<v>"
"valet","valet","valere<v>"
"valitudinem","valitudinem","valitudo<n>"
"valvas","valvas","valvae<n>"
"vaporabatur","vaporabatur","vaporare<v>"
"varia","varia","variare<v>;varia<n>;varius<adj>"
"vario","vario","variare<v>;varius<adj>"
"varium","varium","varius<adj>"
"vasa","vasa","vasum<n>;vas<n>"
"vasum","vasum","vasum<n>;vasus<n>;vas<n>"
"vasus","vasus","vasus<n>"
"vavatonem","vavatonem","vavato<n>"
"vehebantur","vehebantur","vehere<v>"
"vehementer","vehementer","vehemens<adj>"
"vel","vel","vel<adv>;vel<conj>"
"velis","velis","velle<v>;velum<n>"
"velit","velit","velle<v>"
"velle","velle","vellere<v>;velle<v>;vellus<n>"
"vellet","vellet","vellere<v>;velle<v>"
"veluti","veluti","veluti<adv>"
"venabulis","venabulis","venabulum<n>"
"venalia","venalia","venalis<adj>"
"venalicia","venalicia","venalicius<adj>"
"venalicium","venalicium","venalicius<adj>"
"venationis","venationis","venatio<n>"
"venatorio","venatorio","venatorius<adj>"
"vendam","vendam","vendere<v>"
"vendidit","vendidit","vendere<v>"
"vendo","vendo","vendere<v>"
"venenarii","venenarii","venenarius<n>"
"venerat","venerat","venerare<v>;venire<v>"
"venerationem","venerationem","veneratio<n>"
"venerias","venerias","venerius<adj>"
"venerisque","venerisque","venari<v>;venire<v>;venus<n>"
"venerunt","venerunt","venire<v>"
"veni","veni","venire<v>;venus<n>"
"veniant","veniant","venire<v>"
"venias","venias","venire<v>;venia<n>"
"veniat","veniat","venire<v>"
"venies","venies","venire<v>"
"venimus","venimus","venire<v>"
"venio","venio","venire<v>"
"venire","venire","venire<v>"
"venisse","venisse","venire<v>"
"venisses","venisses","venire<v>"
"venisti","venisti","venire<v>"
"venit","venit","venire<v>"
"venter","venter","ventare<v>;venter<n>"
"ventissimam","ventissimam","ventissimam"
"ventrem","ventrem","venter<n>"
"ventres","ventres","venter<n>"
"ventum","ventum","ventus<n>;venire<v>"
"venus","venus","venus<n>"
"vera","vera","verare<v>;vera<n>;verum<n>;verus<adj>;ver<n>"
"veram","veram","vera<n>;verus<adj>"
"verba","verba","verbum<n>"
"verberari","verberari","verberare<v>"
"verberavit","verberavit","verberare<v>"
"verbo","verbo","verbum<n>"
"verebatur","verebatur","vereri<v>"
"vergilius","vergilius","vergilius"
"vermes","vermes","vermis<n>"
"vernaculae","vernaculae","vernaculus<adj>"
"vernulae","vernulae","vernula<n>"
"vero","vero","verare<v>;vero<n>;vero<adv>;vero<conj>;verum<n>;verus<adj>"
"versa","versa","verrere<v>;versare<v>;vertere<v>"
"versas","versas","verrere<v>;versare<v>;vertere<v>"
"versibus","versibus","versus<n>"
"versipellem","versipellem","versipellis<adj>"
"versus","versus","verrere<v>;versus<n>;versus<adv>;versus<prep>;vertere<v>"
"vertebraeque","vertebraeque","vertebra<n>"
"vertitur","vertitur","vertere<v>"
"verum","verum","verum<n>;verum<adv>;verus<adj>;ver<n>"
"vervex","vervex","vervex<n>"
"vesica","vesica","vesicare<v>;vesica<n>"
"veste","veste","vestis<n>"
"vester","vester","vester<pro>"
"vestiarius","vestiarius","vestiarius<adj>"
"vestimenta","vestimenta","vestimentum<n>"
"vestimentis","vestimentis","vestimentum<n>"
"vestiti","vestiti","vestire<v>;vestitus<adj>"
"vestitum","vestitum","vestire<v>;vestitus<adj>;vestitus<n>"
"vestra","vestra","vester<pro>"
"vestros","vestros","vester<pro>"
"vestrum","vestrum","tu<pro>;vester<pro>"
"vetant","vetant","vetare<v>"
"vetare","vetare","vetare<v>"
"vetat","vetat","vetare<v>"
"veterem","veterem","veterare<v>;veter<adj>;vetus<adj>"
"vetulus","vetulus","vetulus<adj>"
"vetuo","vetuo","vetuare<v>"
"vexatione","vexatione","vexatio<n>"
"via","via","viare<v>;via<n>"
"viam","viam","via<n>"
"viatorum","viatorum","viator<n>"
"vibrabant","vibrabant","vibrare<v>"
"vicem","vicem","vicem<adv>;vicis<n>"
"vicensimariis","vicensimariis","vicensimarius<adj>"
"vicesimam","vicesimam","vicesimus<num>"
"vicinam","vicinam","vicinus<adj>"
"vicinia","vicinia","vicinia<n>"
"viciniam","viciniam","vicinia<n>"
"vicit","vicit","vincere<v>"
"vico","vico","vicus<n>"
"vide","vide","videre<v>"
"videam","videam","videre<v>"
"videas","videas","videre<v>"
"videat","videat","videre<v>"
"videbantur","videbantur","videre<v>;videri<v>"
"videbatur","videbatur","videre<v>;videri<v>"
"videbis","videbis","videre<v>"
"videbo","videbo","videre<v>"
"videlicet","videlicet","videlicet<adv>"
"videmur","videmur","videre<v>;videri<v>"
"videmus","videmus","videre<v>"
"video","video","videre<v>"
"videor","videor","videre<v>;videri<v>"
"videram","videram","videre<v>"
"videratis","videratis","videre<v>"
"videre","videre","videre<v>;videri<v>"
"viderer","viderer","videre<v>;videri<v>"
"videretur","videretur","videre<v>;videri<v>"
"videri","videri","videre<v>;videri<v>"
"viderint","viderint","videre<v>"
"videris","videris","videre<v>;videri<v>"
"videro","videro","videre<v>"
"vides","vides","videre<v>"
"videt","videt","videre<v>"
"videte","videte","videre<v>"
"videtis","videtis","videre<v>"
"videtur","videtur","videre<v>;videri<v>"
"vidi","vidi","videre<v>"
"vidimus","vidimus","videre<v>"
"vidissent","vidissent","videre<v>"
"vidit","vidit","videre<v>"
"vigilat","vigilat","vigilare<v>"
"vigiles","vigiles","vigilare<v>;vigil<adj>;vigil<n>"
"viginti","viginti","viginti<num>"
"vii","vii","vii<num>"
"viles","viles","vilis<adj>"
"vilia","vilia","vilis<adj>"
"vilicationem","vilicationem","vilicatio<n>"
"vilici","vilici","vilicus<adj>;vilicus<n>"
"vilicorum","vilicorum","vilicus<adj>;vilicus<n>"
"villam","villam","villa<n>"
"vina","vina","vinum<n>"
"vinarium","vinarium","vinarius<adj>"
"vincit","vincit","vincere<v>;vincire<v>"
"vincitur","vincitur","vincere<v>;vincire<v>"
"vinciturum","vinciturum","vinciturum"
"vinctus","vinctus","vinctus<n>;vincire<v>"
"vindemia","vindemia","vindemiare<v>;vindemia<n>"
"vindicasset","vindicasset","vindicare<v>"
"vinearum","vinearum","vinea<n>;vineus<adj>"
"vini","vini","vinum<n>"
"vino","vino","vinum<n>"
"vinum","vinum","vinum<n>"
"vinumque","vinumque","vinum<n>"
"vinus","vinus","vinus"
"vinxissent","vinxissent","vincire<v>"
"viperae","viperae","vipera<n>"
"viperam","viperam","vipera<n>"
"vires","vires","virere<v>;vis<n>"
"virgine","virgine","virgo<n>"
"virginem","virginem","virgo<n>"
"viri","viri","virus<n>;vir<n>"
"viridem","viridem","viridare<v>;viridis<adj>"
"virtute","virtute","virtus<n>"
"virtutem","virtutem","virtus<n>"
"virum","virum","vir<n>"
"vis","vis","velle<v>;vis<n>"
"vita","vita","vitare<v>;vita<n>"
"vitae","vitae","vita<n>"
"vitali","vitali","vitalis<adj>"
"vitalia","vitalia","vitalis<adj>"
"vitam","vitam","vita<n>"
"vitello","vitello","vitellum<n>;vitellus<n>"
"vitia","vitia","vitiare<v>;vitium<n>"
"vitibus","vitibus","vitis<n>;vitus<n>"
"vitrea","vitrea","vitreus<adj>"
"vitreae","vitreae","vitreus<adj>"
"vitream","vitream","vitreus<adj>"
"vitreorum","vitreorum","vitreus<adj>"
"vitrum","vitrum","vitrum<n>"
"vituli","vituli","vitulus<n>"
"vitulos","vitulos","vitulus<n>"
"vitulum","vitulum","vitulus<n>"
"vitulus","vitulus","vitulus<n>"
"vivamus","vivamus","vivere<v>"
"vivere","vivere","vivere<v>"
"vivit","vivit","vivere<v>"
"vivo","vivo","vivere<v>;vivus<adj>"
"vivorum","vivorum","vivus<adj>"
"vivum","vivum","vivus<adj>"
"vivus","vivus","vivus<adj>"
"vix","vix","vix<adv>"
"vixerit","vixerit","vivere<v>;vivescere<v>"
"vixit","vixit","vivere<v>;vivescere<v>"
"vlixe","vlixe","vlixe"
"vlixes","vlixes","vlixes"
"vobis","vobis","tu<pro>"
"voca","voca","vocare<v>"
"vocari","vocari","vocare<v>"
"vocat","vocat","vocare<v>"
"vocata","vocata","vocare<v>"
"vocatum","vocatum","vocare<v>;vocatus<n>"
"vocatur","vocatur","vocare<v>"
"voce","voce","vox<n>"
"vocem","vocem","vocare<v>;vox<n>"
"voice","voice","voice"
"volabat","volabat","volare<v>"
"volant","volant","volare<v>"
"volanti","volanti","volare<v>"
"volet","volet","velle<v>;volare<v>"
"volitantes","volitantes","volitare<v>"
"volo","volo","velle<v>;volare<v>;volo<n>"
"volpis","volpis","volpes<n>"
"volueris","volueris","velle<v>"
"voluerit","voluerit","velle<v>"
"volui","volui","velle<v>"
"voluit","voluit","velle<v>"
"volunt","volunt","velle<v>"
"voluptatem","voluptatem","voluptas<n>"
"voluptatibus","voluptatibus","voluptas<n>"
"vomu","vomu","vomu"
"vomunt","vomunt","vomere<v>"
"vos","vos","tu<pro>"
"votum","votum","votum<n>;vovere<v>"
